Designator,Pin,PinName,Net,Category,Description
U4,28,,SW1,IC/模块,SC8815是一款同步升降压充电控制器，支持反向放电操作。它可支持最高36V的电池电压，因此无论适配器电压高于、低于还是等于电池电压，都能有效管理1至6节锂离子电池的充电。当系统需要从电池产生输出时，SC8815也能使电池放电，并提供最高36V的所需输出
U4,29,,HD1,IC/模块,SC8815是一款同步升降压充电控制器，支持反向放电操作。它可支持最高36V的电池电压，因此无论适配器电压高于、低于还是等于电池电压，都能有效管理1至6节锂离子电池的充电。当系统需要从电池产生输出时，SC8815也能使电池放电，并提供最高36V的所需输出
U4,30,,BT1,IC/模块,SC8815是一款同步升降压充电控制器，支持反向放电操作。它可支持最高36V的电池电压，因此无论适配器电压高于、低于还是等于电池电压，都能有效管理1至6节锂离子电池的充电。当系统需要从电池产生输出时，SC8815也能使电池放电，并提供最高36V的所需输出
U4,31,,VBUS,IC/模块,SC8815是一款同步升降压充电控制器，支持反向放电操作。它可支持最高36V的电池电压，因此无论适配器电压高于、低于还是等于电池电压，都能有效管理1至6节锂离子电池的充电。当系统需要从电池产生输出时，SC8815也能使电池放电，并提供最高36V的所需输出
U4,32,,SNS1_N,IC/模块,SC8815是一款同步升降压充电控制器，支持反向放电操作。它可支持最高36V的电池电压，因此无论适配器电压高于、低于还是等于电池电压，都能有效管理1至6节锂离子电池的充电。当系统需要从电池产生输出时，SC8815也能使电池放电，并提供最高36V的所需输出
U4,33,,GND,IC/模块,SC8815是一款同步升降压充电控制器，支持反向放电操作。它可支持最高36V的电池电压，因此无论适配器电压高于、低于还是等于电池电压，都能有效管理1至6节锂离子电池的充电。当系统需要从电池产生输出时，SC8815也能使电池放电，并提供最高36V的所需输出
R1,1,,GPO,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
R1,2,,$1N9,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
R2,1,,$1N9,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R2,2,,VBUS,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
C1,1,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C1,2,,VBUS,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C2,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C2,2,,VBUS,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C4,1,,GND,电容,容值:2.2uF;精度:±10%;额定电压:50V;温度系数:X5R;
C4,2,,VBUS,电容,容值:2.2uF;精度:±10%;额定电压:50V;温度系数:X5R;
C5,1,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C5,2,,VBUS,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
R5,1,,VBUS,电阻,电阻类型:采样电阻；合金电阻;阻值:10mΩ;精度:±1%;功率:3W;温度系数:±50ppm/℃;
R5,2,,$1N21,电阻,电阻类型:采样电阻；合金电阻;阻值:10mΩ;精度:±1%;功率:3W;温度系数:±50ppm/℃;
R6,1,,SNS1_P,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R6,2,,VBUS,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R7,1,,SNS1_N,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R7,2,,$1N21,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
C7,1,,SNS1_P,电容,容值:22nF;精度:±10%;额定电压:50V;温度系数:X7R;
C7,2,,SNS1_N,电容,容值:22nF;精度:±10%;额定电压:50V;温度系数:X7R;
TP1,1,,VBUS,测试点,Test Point 测试点
C8,1,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C8,2,,$1N21,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C9,1,,$1N21,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C9,2,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C11,1,,$1N21,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C11,2,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C12,1,,$1N21,电容,容值:2.2uF;精度:±10%;额定电压:50V;温度系数:X5R;
C12,2,,GND,电容,容值:2.2uF;精度:±10%;额定电压:50V;温度系数:X5R;
C13,1,,$1N21,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C13,2,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
L1,1,,SW1,电感,电感值:3.3uH;精度:±20%;额定电流:14A;饱和电流(Isat):22A;类型:-;
L1,2,,SW2,电感,电感值:3.3uH;精度:±20%;额定电流:14A;饱和电流(Isat):22A;类型:-;
R8,1,,LD1,电阻,电阻类型:厚膜电阻;阻值:1Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R8,2,,$1N151,电阻,电阻类型:厚膜电阻;阻值:1Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R9,1,,HD1,电阻,电阻类型:厚膜电阻;阻值:1Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R9,2,,$1N33,电阻,电阻类型:厚膜电阻;阻值:1Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
C14,1,,BT1,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C14,2,,SW1,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C15,1,,$1N38,电容,容值:1nF;精度:±10%;额定电压:50V;温度系数:X7R;
C15,2,,GND,电容,容值:1nF;精度:±10%;额定电压:50V;温度系数:X7R;
C16,1,,$1N42,电容,容值:1nF;精度:±10%;额定电压:50V;温度系数:X7R;
C16,2,,GND,电容,容值:1nF;精度:±10%;额定电压:50V;温度系数:X7R;
R10,1,,SW1,电阻,电阻类型:厚膜电阻;阻值:2.2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R10,2,,$1N38,电阻,电阻类型:厚膜电阻;阻值:2.2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R11,1,,SW2,电阻,电阻类型:厚膜电阻;阻值:2.2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R11,2,,$1N42,电阻,电阻类型:厚膜电阻;阻值:2.2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R12,1,,$1N153,电阻,电阻类型:厚膜电阻;阻值:1Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R12,2,,LD2,电阻,电阻类型:厚膜电阻;阻值:1Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R13,1,,$1N152,电阻,电阻类型:厚膜电阻;阻值:1Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R13,2,,HD2,电阻,电阻类型:厚膜电阻;阻值:1Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
C17,1,,$1N48,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C17,2,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C18,1,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C18,2,,$1N48,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C19,1,,$1N48,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C19,2,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C20,1,,$1N48,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C20,2,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C21,1,,$1N48,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C21,2,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C22,1,,$1N48,电容,容值:2.2uF;精度:±10%;额定电压:50V;温度系数:X5R;
C22,2,,GND,电容,容值:2.2uF;精度:±10%;额定电压:50V;温度系数:X5R;
C23,1,,SW2,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C23,2,,BT2,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
R14,1,,$1N48,电阻,电阻类型:采样电阻；合金电阻;阻值:10mΩ;精度:±1%;功率:3W;温度系数:±50ppm/℃;
R14,2,,$1N160,电阻,电阻类型:采样电阻；合金电阻;阻值:10mΩ;精度:±1%;功率:3W;温度系数:±50ppm/℃;
R15,1,,SNS2_P,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R15,2,,$1N48,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R16,1,,SNS2_N,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R16,2,,$1N160,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
C24,1,,SNS2_P,电容,容值:22nF;精度:±10%;额定电压:50V;温度系数:X7R;
C24,2,,SNS2_N,电容,容值:22nF;精度:±10%;额定电压:50V;温度系数:X7R;
C26,1,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C26,2,,$1N160,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C27,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C27,2,,BMS+,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C28,1,,GND,电容,容值:2.2uF;精度:±10%;额定电压:50V;温度系数:X5R;
C28,2,,$1N160,电容,容值:2.2uF;精度:±10%;额定电压:50V;温度系数:X5R;
C31,1,,BMS+,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C31,2,,GND,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
R27,1,,$1N106,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R27,2,,$1N105,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
C38,1,,GND,电容,容值:22nF;精度:±10%;额定电压:50V;温度系数:X7R;
C38,2,,$1N106,电容,容值:22nF;精度:±10%;额定电压:50V;温度系数:X7R;
C39,1,,GND,电容,容值:220pF;精度:±10%;额定电压:50V;温度系数:X7R;
C39,2,,$1N105,电容,容值:220pF;精度:±10%;额定电压:50V;温度系数:X7R;
C59,1,,VBUS,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C59,2,,GND,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C60,1,,$1N115,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C60,2,,GND,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C61,1,,5V_FROM_SC8815,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C61,2,,GND,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
R38,1,,5V_FROM_SC8815,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
R38,2,,$1N115,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
R39,1,,GND,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R39,2,,$1N122,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R40,1,,GND,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R40,2,,$1N124,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R41,1,,$1N127,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R41,2,,GND,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
U21,1,,$1N147,IC/模块,连接器类型:DC电源插座;安装方式:弯插;触点内径:2.5mm;触点外径:6.45mm;额定电流:10A;额定电压:30V;工作温度:-20℃~+80℃;
U21,2,,GND,IC/模块,连接器类型:DC电源插座;安装方式:弯插;触点内径:2.5mm;触点外径:6.45mm;额定电流:10A;额定电压:30V;工作温度:-20℃~+80℃;
U21,3,,GND,IC/模块,连接器类型:DC电源插座;安装方式:弯插;触点内径:2.5mm;触点外径:6.45mm;额定电流:10A;额定电压:30V;工作温度:-20℃~+80℃;
C64,1,,$1N140,电容,10uF
C64,2,,$1N146,电容,10uF
D6,1,,$1N140,二极管,
D6,2,,$1N146,二极管,
FH1,1,,$1N147,其他,保险丝座类型:支座型;通道数:1;保险丝类型:圆柱;
FH1,2,,$1N146,其他,保险丝座类型:支座型;通道数:1;保险丝类型:圆柱;
R48,1,,$1N131,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±5%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R48,2,,24V_IN,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±5%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
LED3,1,,$1N131,其他,灯头类型:-;发光颜色:红色;正向压降(Vf):2.4V;功率:-;正向电流:20mA;波长:620nm~625nm;二极管配置:独立二极管;透镜颜色:无色透明透镜;色温:-;发光强度:120mcd;发光角度:120°;载带方式:正贴;工作温度:-40℃~+85℃;
LED3,2,,GND,其他,灯头类型:-;发光颜色:红色;正向压降(Vf):2.4V;功率:-;正向电流:20mA;波长:620nm~625nm;二极管配置:独立二极管;透镜颜色:无色透明透镜;色温:-;发光强度:120mcd;发光角度:120°;载带方式:正贴;工作温度:-40℃~+85℃;
R49,1,,GND,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R49,2,,$1N140,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R50,1,,$1N140,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R50,2,,$1N146,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R52,1,,MCU_I2C3_SDA_PA6_SC8815,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R52,2,,SYS_3V3,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R53,1,,MCU_I2C3_SCL_PA7_SC8815,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R53,2,,SYS_3V3,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R20,1,,MCU_EXTI5_PA5_SC8815_INT,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R20,2,,SYS_3V3,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R46,1,,MCU_GPIO_PB0_SC8815_PSTOP,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R46,2,,SYS_3V3,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R19,1,,MCU_GPIO_PB1_SC8815_#CE,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R19,2,,SYS_3V3,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
D8,1,,$1N9,二极管,
D8,2,,VBUS,二极管,
Q14,1,,$1N33,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q14,2,,$1N21,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q14,3,,SW1,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q2,1,,$1N151,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q2,2,,SW1,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q2,3,,GND,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q15,1,,$1N152,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q15,2,,$1N48,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q15,3,,SW2,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q16,1,,$1N153,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q16,2,,SW2,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
Q16,3,,GND,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):64A;导通电阻(RDS(on)):8.5mΩ@10V;耗散功率(Pd):63W;阈值电压(Vgs(th)):2.5V;
C36,1,,VBUS,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
C36,2,,GND,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
